Date,Time,ConversationID,ScrubbedUtterance,Intent,IntentConfidence,Bot Response,UserFeedback Sentiment,UserFeedbackComments
17-Jun,18:27,ce2824a3-fc7b-4f9d-9b99-4e9779e5334b,can i get some information on a leave of absence my wife is having a baby at the end of the month,Request_Leave_of_Absence,100%,Workday recognizes there may be times when you need to take a leave of absence to attend to a medical condition  bond with a new child  take care of an ill or injured family member  or take time off for other circumstances.   You can find additional information about the different types of leaves available to you at https://workdayinc.benefitstream.net/leave-absence-5|BenefitStream.net.  Username: workday Password: welcome2benefits You may also plan a leave of absence  learn more about leaves and your benefits related to leaves  and file a leave claim by visiting LeaveLogic at https://workday.leavelogic.com|Workday LeaveLogic. If would like to speak to someone about a leave of absence you can contact Unum  Workday's leave of absence administrator  at 1.866.865.9092 or 1.207.575.0680.,1,Would it be possible to add the birth of a baby and not just bonding time with a new baby in the response?
17-Jun,18:46,c604ad70-caac-4a34-af98-fc2c7915f968,medical plan Selection,Compare_Plans,38%,I am glad you asked! You can compare medical plans and review our benefits summary by checking out our benefits portal https://workdayinc.benefitstream.net/your-benefits-28/medical-plans-0|here Username: workday Password: welcome2benefits You can also have a conversation with https://www.myalex.com/workday/2019|ALEX -- a fun  online  confidential tool that will tell you what Workday offered plan it thinks will work best for you.,,
17-Jun,18:46,ad1657b5-2836-43d3-8374-762935d20610,how do i take time off,Request_Leave_of_Absence,77%,Workday recognizes there may be times when you need to take a leave of absence to attend to a medical condition  bond with a new child  take care of an ill or injured family member  or take time off for other circumstances.   You can find additional information about the different types of leaves available to you at https://workdayinc.benefitstream.net/leave-absence-5|BenefitStream.net.  Username: workday Password: welcome2benefits You may also plan a leave of absence  learn more about leaves and your benefits related to leaves  and file a leave claim by visiting LeaveLogic at https://workday.leavelogic.com|Workday LeaveLogic. If would like to speak to someone about a leave of absence you can contact Unum  Workday's leave of absence administrator  at 1.866.865.9092 or 1.207.575.0680.,0,
18-Jun,4:44,e1ca1a4d-d39f-4ad5-a7e2-82be8f5957c9,how do i take a loa,Request_Leave_of_Absence,88%,Workday recognizes there may be times when you need to take a leave of absence to attend to a medical condition  bond with a new child  take care of an ill or injured family member  or take time off for other circumstances.   You can find additional information about the different types of leaves available to you at https://workdayinc.benefitstream.net/leave-absence-5|BenefitStream.net.  Username: workday Password: welcome2benefits You may also plan a leave of absence  learn more about leaves and your benefits related to leaves  and file a leave claim by visiting LeaveLogic at https://workday.leavelogic.com|Workday LeaveLogic. If would like to speak to someone about a leave of absence you can contact Unum  Workday's leave of absence administrator  at 1.866.865.9092 or 1.207.575.0680.,1,This seems like a thorough response.
17-Jun,18:47,18392f15-19f7-4933-b97a-a8e68d573e2c,i had a baby. how do i enroll my baby onto my benefits,Enroll_in_Plan,100%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
17-Jun,18:48,c604ad70-caac-4a34-af98-fc2c7915f968,i got married. what do i need to do,Manage_Dependents,89%,Dependent coverage elections can only be changed or stopped if you have experienced a qualifying life event within the past 30 days. Qualifying life events include  but are not limited to  change in marital status  birth  change in residence  or change in employment status for you or your spouse.  If you have experienced a qualifying life event and would like to make changes to your dependent's coverage elections  follow these steps: Click the Benefits application in Workday  Change  Benefits  Select the Qualifying Reason and the Benefit Event Date  Attach support document/s  Submit Once approved  you will receive a task in your Workday Inbox to change your benefits. Dependents who reach the age of 26 will no longer qualify for coverage and will be automatically terminated as of the end of their birthday month.  COBRA information will be provided. For additional information about dependent eligibility  click https://workdayinc.benefitstream.net/your-benefits-28/eligibility|here Username: workday Password: welcome2benefits,,
17-Jun,18:48,18392f15-19f7-4933-b97a-a8e68d573e2c,i had a baby. what do i need to do,Request_Leave_of_Absence,70%,Workday recognizes there may be times when you need to take a leave of absence to attend to a medical condition  bond with a new child  take care of an ill or injured family member  or take time off for other circumstances.   You can find additional information about the different types of leaves available to you at https://workdayinc.benefitstream.net/leave-absence-5|BenefitStream.net.  Username: workday Password: welcome2benefits You may also plan a leave of absence  learn more about leaves and your benefits related to leaves  and file a leave claim by visiting LeaveLogic at https://workday.leavelogic.com|Workday LeaveLogic. If would like to speak to someone about a leave of absence you can contact Unum  Workday's leave of absence administrator  at 1.866.865.9092 or 1.207.575.0680.,,
17-Jun,19:00,485c4148-4b85-4044-946e-37082c49865f,hi Wex,ChatBot_Greetings,99%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
17-Jun,19:00,64e5b733-0e7f-4197-a828-a799ffb698a8,i want to know what i have to do if i am having a baby,Request_Leave_of_Absence,83%,Workday recognizes there may be times when you need to take a leave of absence to attend to a medical condition  bond with a new child  take care of an ill or injured family member  or take time off for other circumstances.   You can find additional information about the different types of leaves available to you at https://workdayinc.benefitstream.net/leave-absence-5|BenefitStream.net.  Username: workday Password: welcome2benefits You may also plan a leave of absence  learn more about leaves and your benefits related to leaves  and file a leave claim by visiting LeaveLogic at https://workday.leavelogic.com|Workday LeaveLogic. If would like to speak to someone about a leave of absence you can contact Unum  Workday's leave of absence administrator  at 1.866.865.9092 or 1.207.575.0680.,,
17-Jun,19:02,64e5b733-0e7f-4197-a828-a799ffb698a8,how much is the 401k match,Get_Plan_Info,100%,All 401k elections and changes must be made within Fidelity to be reflected in Workday.  Workday will match 50%  up to 6% of eligible compensation  up to the IRS maximum. The match will be funded on a per pay period basis and you will typically see the match in your account by the Monday after you receive your paycheck. To be eligible to receive the match  you need to actively contribute to Workdayâ€™s 401(k) plan. To maximize your match  make sure you contribute at least 6% of your eligible compensation (pre-tax or Roth) at any time during the year and you will receive the maximum match of 3%. For additional information  visit the 401(k) Match Enhancement Workspace page https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000004uAAA/page/a7t80000000D17xAAC|here,,
17-Jun,19:20,25614795-4f4b-469c-a095-5ed71fc5b418,hi Wex. can you tell me how to request a donation match,ChatBot_Greetings,30%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
17-Jun,19:20,e0c9dadc-0417-47c4-9f59-36e79332bc8f,can you tell me how to request a Giving amp doing Match,ChatBot_What_To_Ask,43%,I'm Wex  your Workday Expert  and am available at all times to answer your People & Purpose Questions!,,
17-Jun,19:20,25614795-4f4b-469c-a095-5ed71fc5b418,i donated to charity. does workday match,Get_Plan_Info,49%,To view a summary of your benefit elections  and costs  including medical  dental  vision and 401(k) from your Workday Home page:  1. Click the Benefits application.  2. From the View card  click the Benefit Elections button.   3. Click the Excel icon to download the list in a spreadsheet.   4. Click  the print icon to save as a PDF. Open the PDF and print. To learn more about Workday's benefit plans  visit BenefitStream https://workdayinc.benefitstream.net|here Username: workday Password: welcome2benefits When you make a change to your benefits it may take 1 to 2 payroll periods to see the change reflected on your check. The timing is dependent on when you completed your benefits enrollment task in Workday  the effective date of your enrollments  and the Payroll processing dates. If you'd like us to research your specific situation  please open a ServiceHub ticket via People & Purpose.,,
17-Jun,19:21,e0c9dadc-0417-47c4-9f59-36e79332bc8f,when is the {NAME},Random_Questions,33%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
17-Jun,19:21,7551052d-76f3-4bb1-853b-7ceb7d3220a1,who is my Giving amp doing Local leader,Request_Support,98%,Sounds like you want to talk to someone. Please click https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=50303249dbcd3f00b89d7e88f4961948|here to submit your question or request. Hold tight and we will be in touch shortly.,,
17-Jun,19:40,5c59a0e1-3052-4162-9d61-274d705c101b,@WK1N9QML3 how are you,ChatBot_State,99%,I'm doing really well and excited to support the Workday community!,,
17-Jun,19:48,514ad240-b16b-4cd3-a7a6-daa2d1770a5c,hello,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
17-Jun,19:48,8fc766f2-9821-46e3-b737-4b409cca70b1,employment verification,Get_Letter,100%,I think I can help. Please follow these steps to generate an employment verification letter:  1. Click your Worker Profile icon  2. Click the Actions icon  Worker Request  Request Reference Letter.   3. Click on the drop-down menu and click on Verification of Employment. Select either: Without Salary  With Salary  or With Salary + Variable Pay  4. Click the Submit button. You will receive your letter through your Workday Inbox  5. Click on your Inbox icon  and locate the letter.  6. Click on the PDF link to view and print your employment letter.,,
17-Jun,19:48,72c820f4-7e02-42bf-95c3-055f99a77833,verification of insurance,Get_Letter,84%,I think I can help. Please follow these steps to generate an employment verification letter:  1. Click your Worker Profile icon  2. Click the Actions icon  Worker Request  Request Reference Letter.   3. Click on the drop-down menu and click on Verification of Employment. Select either: Without Salary  With Salary  or With Salary + Variable Pay  4. Click the Submit button. You will receive your letter through your Workday Inbox  5. Click on your Inbox icon  and locate the letter.  6. Click on the PDF link to view and print your employment letter.,,
17-Jun,19:50,72c820f4-7e02-42bf-95c3-055f99a77833,what are my benefits,Get_Plan_Info,100%,To view a summary of your benefit elections  and costs  including medical  dental  vision and 401(k) from your Workday Home page:  1. Click the Benefits application.  2. From the View card  click the Benefit Elections button.   3. Click the Excel icon to download the list in a spreadsheet.   4. Click  the print icon to save as a PDF. Open the PDF and print. To learn more about Workday's benefit plans  visit BenefitStream https://workdayinc.benefitstream.net|here Username: workday Password: welcome2benefits When you make a change to your benefits it may take 1 to 2 payroll periods to see the change reflected on your check. The timing is dependent on when you completed your benefits enrollment task in Workday  the effective date of your enrollments  and the Payroll processing dates. If you'd like us to research your specific situation  please open a ServiceHub ticket via People & Purpose.,,
17-Jun,19:50,8fc766f2-9821-46e3-b737-4b409cca70b1,view wellness credit,Understand_Generally,79%,Sounds like you're interested in learning more about Wellness Credits. Workmates can complete a Health Risk Assessment (HRA) between November 1 and December 31 each year in order to earn a savings credit on their medical premium. It is not available outside of Open Enrollment.  To view your Wellness Credit:  1. Click the Pay application from the Workday home page.   2. Click a Payslip within the Payslips card or click Payslips within the View card to view a full list.  3. Click View or Print on the desired payslip.   4. Navigate to the Pre Tax Deductions section and locate the Wellness Credit amount per payslip and Year To Date (YTD).  For more help on managing your pay  including your direct deposit  check out the https://wd5.myworkday.com/workday/d/inst/17498$864/rel-task/2998$28786.htmld|Manage Your Pay Job Aid.,,
17-Jun,20:43,1156c01f-f1c5-4f15-ac3f-0be6b7af93df,leave of absence,Request_Leave_of_Absence,100%,Workday recognizes there may be times when you need to take a leave of absence to attend to a medical condition  bond with a new child  take care of an ill or injured family member  or take time off for other circumstances.   You can find additional information about the different types of leaves available to you at https://workdayinc.benefitstream.net/leave-absence-5|BenefitStream.net.  Username: workday Password: welcome2benefits You may also plan a leave of absence  learn more about leaves and your benefits related to leaves  and file a leave claim by visiting LeaveLogic at https://workday.leavelogic.com|Workday LeaveLogic. If would like to speak to someone about a leave of absence you can contact Unum  Workday's leave of absence administrator  at 1.866.865.9092 or 1.207.575.0680.,,
17-Jun,20:54,718e5114-497e-4c10-9273-0911a3be1a2d,oh thats cool,ChatBot_Positive_Feedback,80%,That's great! So glad I could help!,,
17-Jun,20:54,718e5114-497e-4c10-9273-0911a3be1a2d,do you have any jokes,ChatBot_Jokes,92%,What kind of dog does Dracula have? A bloodhound.,,
17-Jun,21:06,4bcca159-2a5e-4728-b848-4f6898227e8d,hello,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
17-Jun,21:17,128f7e96-6d5a-441a-b986-a0a7bcb7a076,hi Wex,ChatBot_Greetings,99%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
17-Jun,21:20,4f4b3958-40cd-4b2a-a709-22e585250192,can we play fetch,Random_Questions,31%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
17-Jun,21:20,91e3346f-ad10-4731-96b7-7b0282c08f6f,do i have Mental health benefits,Get_Help_Report_Concern,71%,Our Employee Assistance Program (EAP) is through _MyLifeCoach_ by _Optum_. You and your dependents have access to six short-term  face-to-face counseling sessions per issue. Hereâ€™s how to access _MyLifeCoach_  simply choose the way that works best for you and your family: https://workday.okta.com|Okta Tile: MyLifeCoach - US US Mobile App: _MyLiveAndWorkWell_ (Access Code: *WorkdayUS*) https://www.liveandworkwell.com|LiveAndWorkWell.com (Access Code: *WorkdayUS*) You can also call *1-866-248-4094* anytime for confidential help.,,
17-Jun,21:44,5aebda2f-5ec1-4c32-8cac-6071fdc042e8,how was wex made,Random_Questions,70%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
17-Jun,21:44,089b6d7b-dd16-4d97-99be-ed0ec2b58f6b,who is greg,ChatBot_Creator,67%,Some of your Workmates helped program me and are constantly helping me improve: â€¢ *Workday on Workday*: Colin Forth  Debra Silvas  Monte George  Fernando Avalos  Frank Chang  Samuel Huber  Andrew Chappell â€¢ *People & Purpose*: Inna Landman  Mike Asbery  Charles Stewart  Matt Murata  Jackie Wai  Cherisse Gill And a special thank you to these folks as well. Without them  I would have never become a Workmate: Derek DeCesare  Tim Moots  Nate Hundt  Vu Le  Tony Zermeno  Christy Powell  Christopher Collins  Jonny Rojas  Alison Smith  Bhaskar Reddy Telkala,,
17-Jun,21:44,089b6d7b-dd16-4d97-99be-ed0ec2b58f6b,who is this derek decesare guy,ChatBot_Creator,40%,Some of your Workmates helped program me and are constantly helping me improve: â€¢ *Workday on Workday*: Colin Forth  Debra Silvas  Monte George  Fernando Avalos  Frank Chang  Samuel Huber  Andrew Chappell â€¢ *People & Purpose*: Inna Landman  Mike Asbery  Charles Stewart  Matt Murata  Jackie Wai  Cherisse Gill And a special thank you to these folks as well. Without them  I would have never become a Workmate: Derek DeCesare  Tim Moots  Nate Hundt  Vu Le  Tony Zermeno  Christy Powell  Christopher Collins  Jonny Rojas  Alison Smith  Bhaskar Reddy Telkala,,
17-Jun,22:24,23e61526-08ee-49c5-98ef-13602deb2355,tell me joke,ChatBot_Jokes,97%,What do you call a dog with a Rolex? A watch dog.,,
17-Jun,22:25,a059cebf-bbeb-4889-ad51-e5d565fff53d,tell me about 401k,Get_Plan_Info,100%,All 401k elections and changes must be made within Fidelity to be reflected in Workday.  Workday will match 50%  up to 6% of eligible compensation  up to the IRS maximum. The match will be funded on a per pay period basis and you will typically see the match in your account by the Monday after you receive your paycheck. To be eligible to receive the match  you need to actively contribute to Workdayâ€™s 401(k) plan. To maximize your match  make sure you contribute at least 6% of your eligible compensation (pre-tax or Roth) at any time during the year and you will receive the maximum match of 3%. For additional information  visit the 401(k) Match Enhancement Workspace page https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000004uAAA/page/a7t80000000D17xAAC|here,,
17-Jun,22:37,0f28e0ae-ed59-442b-900c-79d10fe7c629,Tell me a joke,ChatBot_Jokes,100%,What kind of dog does Dracula have? A bloodhound.,,
17-Jun,22:37,9ed45f6f-f879-404a-bbee-ac129ee000ea,{NAME} doing,Enroll_in_Plan,52%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
17-Jun,22:37,cb8b3d10-4012-4a8d-9be2-e15282433124,Wex try to be funny,Random_Questions,99%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
17-Jun,22:38,9ed45f6f-f879-404a-bbee-ac129ee000ea,Wex be better,Random_Questions,61%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
17-Jun,22:38,cb8b3d10-4012-4a8d-9be2-e15282433124,Tell me a joke,ChatBot_Jokes,100%,What do you call a dog with a Rolex? A watch dog.,,
17-Jun,23:08,5de61901-2c12-41e6-8edd-b0e3ab263bc0,tell me about 401k,Get_Plan_Info,100%,All 401k elections and changes must be made within Fidelity to be reflected in Workday.  Workday will match 50%  up to 6% of eligible compensation  up to the IRS maximum. The match will be funded on a per pay period basis and you will typically see the match in your account by the Monday after you receive your paycheck. To be eligible to receive the match  you need to actively contribute to Workdayâ€™s 401(k) plan. To maximize your match  make sure you contribute at least 6% of your eligible compensation (pre-tax or Roth) at any time during the year and you will receive the maximum match of 3%. For additional information  visit the 401(k) Match Enhancement Workspace page https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000004uAAA/page/a7t80000000D17xAAC|here,,
17-Jun,23:09,5de61901-2c12-41e6-8edd-b0e3ab263bc0,metlife legal,Get_Help_Report_Concern,32%,I understand you're looking for resources at Workday to help you.,,
17-Jun,23:22,591470fd-c039-4d98-acbb-9a3c30ae8f35,401k,Enroll_in_Plan,100%,Happy to help! You can learn about your 401(k) plan options and company match by checking out https://workdayinc.benefitstream.net/your-benefits-28/401k|BenefitStream website. Username: workday Password: welcome2benefits If you are a new hire you will need to make sure to register in Fidelity. It takes approximately 2 weeks from your date of hire for your information to populate in Fidelity  so make sure to register 10 days from your hire date! All 401(k) elections and changes need to be made directly within Fidelity as well. In FIdelity you can change your contribution at any time by following the below steps:  1. From the Quick Links drop down  select Contribution Amount  2. Then click on the Contribution Amount link under Manage Your Contribution Amount heading  3. Enter your new elections and click the Change Contribution Amount button at the bottom of the page https://www.netbenefits.com|NetBenefits.com and reflected in Workday.,,
17-Jun,23:22,591470fd-c039-4d98-acbb-9a3c30ae8f35,paternity leave,Request_Leave_of_Absence,100%,Workday recognizes there may be times when you need to take a leave of absence to attend to a medical condition  bond with a new child  take care of an ill or injured family member  or take time off for other circumstances.   You can find additional information about the different types of leaves available to you at https://workdayinc.benefitstream.net/leave-absence-5|BenefitStream.net.  Username: workday Password: welcome2benefits You may also plan a leave of absence  learn more about leaves and your benefits related to leaves  and file a leave claim by visiting LeaveLogic at https://workday.leavelogic.com|Workday LeaveLogic. If would like to speak to someone about a leave of absence you can contact Unum  Workday's leave of absence administrator  at 1.866.865.9092 or 1.207.575.0680.,,
18-Jun,0:19,d9bc5198-bbfb-4aa4-9df8-b5f2fda406c0,Whats my deductible for hsa plan,Enroll_in_Plan,50%,Great topic! To register and start contributing to your HSA  you must set up your account with Fidelity. Keep in mind you have to wait 10 days after your hire date to be able to register. To register go to http://www.netbenefits.com|NetBenefits.com and click on Register as a new user then complete the required fields and verify your identity. For Workday Payroll to be able to fund your HSA account  all required identification must be completed.  You can also check out the Welcome to NetBenefits brochure posted on benefitstream https://workdayinc.benefitstream.net/sites/default/new-files/WorkdayInc/documents/NBBrochure.com_.pdf|here For even more information on your HSA  click https://workdayinc.benefitstream.net/your-benefits-28/health-savings-account-hsa|here  Username: workday  Password: welcome2benefits,,
18-Jun,0:20,274246f8-8209-4634-aded-a154eaf01c0c,life insurance,Enroll_in_Plan,100%,Thanks for reaching out! Basic Life and AD&D (Accidental Death and Dismemberment) is provided by Workday. Workday automatically provides you with Basic Life and AD&D insurance coverage equal to 1.5 times your annual salary to a maximum of $1 million. There is no cost to you for this coverage  but you will be responsible for paying taxes on the cost of life coverage that exceeds $50 000 (imputed income). To add additional life insurance coverage  you will do this either during Open Enrollment or within 30 days of a qualifying life event.   To learn more about our Life Insurance Plan  head to https://benefitstream.net|BenefitStream.net.  Username: workday Password: welcome2benefits,,
18-Jun,0:21,9240b38c-8dc8-4b85-b792-cd2ffdcd49fc,Whats a qualifying life event,Manage_Benefits_Plan,86%,For a list of Benefits Eligibility and Qualifying Life Events  visit https://workdayinc.benefitstream.net/your-benefits-28/eligibility|BenefitStream.com. Username: workday Password: welcome2benefits You have 30 days from the qualifying life event date to modify your benefits and add dependents. You must provide supporting documentation of the event e.g.  marriage license  birth certificate etc. To change your benefits: Click the Benefits application in Workday  Change  Benefits  Select the Qualifying Reason and the Benefit Event Date  Attach support document/s  Submit.  Once approved  you will receive a task in your Workday Inbox to change your benefits.  For step-by-step instructions on enrolling in benefits and adding dependents  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile,,
18-Jun,0:27,e3ead08b-38cd-4770-9747-d79b80c9c081,hsa tax implications,Get_Tax_Information,98%,HSA contributions  Workday's and your own  are free from federal income tax as long as withdrawals are used for qualified medical expenses. HSA contributions will align to the annual pay periods occuring in the second pay period of each calendar quarter (January  April  July  October).  Note: While an HSA is a pretax savings account under Federal income tax laws  it does not qualify for state tax breaks in CA  AL  and NJ. and displays on your payslip under Other Taxable Income.  If you use funds from your HSA account for non-qualified expenses  the amount is taxable  plus an additional 20% penalty. Fidelity provides you and the IRS a Form 5498-SA  summarizing contributions. If a distribution is taken from your account  a Form 1099-SA is provided for the year in which the distribution was taken. Information from these two forms should be reported on that year's income tax returns as appropriate. Click https://www.wageworks.com/employees/support-center/hsa-eligible-expenses-table|here for a list of HSA eligible expenses on Wageworks (no login required).,,
18-Jun,0:31,b7cee402-d538-4956-b133-db746e4e3748,Parking expenses,List_Reimbursable_Expenses,87%,The Commuter Benefits Program allows you to pay for your commuter costs with tax-free dollars. Eligible expenses include:  1. Bus  light rail  regional rail  streetcar  trolley  subway or ferry  2. Vanpool   3. Parking at or near work  4. Parking at or near public transportation for your commute For more information  visit the https://workdayinc.benefitstream.net/your-benefits-28/commuter-benefit-program|Commuter Benefit Program webpage Username: workday Password: welcome2benefits,,
18-Jun,0:31,b7cee402-d538-4956-b133-db746e4e3748,Perks,Random_Questions,28%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
18-Jun,0:31,b7cee402-d538-4956-b133-db746e4e3748,Donation match,Random_Questions,82%,That's not something I've learned about yet. Is there anything else I can help you with?,,
18-Jun,0:31,19504ac1-8c64-414d-b0eb-114ab9d9e66c,Volunteer time,Function_What_Time_Is_It,49%,I'm sorry  I didn't understand. Is there a way to rephrase that? Sometimes that helps.,,
18-Jun,0:37,90dae2a2-2c1a-46fe-b309-232588b7c2d8,how often can i change my medical plan,Manage_Benefits_Plan,90%,All benefit changes and elections are made within Workday. You can only make changes to your benefits during Open Enrollment  typically the first two weeks of November  or within 30 days of a Qualifying Life Event. Visit https://workdayinc.benefitstream.net/your-benefits-28/eligibility|BenefitStream.net for a list of Benefits Eligibility and Qualifying Life Events. Username: workday Password: welcome2benefits To change your benefits in Workday: Click the Benefits application in Workday  Change  Benefits  Select the Qualifying Reason and the Benefit Event Date  Attach support document/s  Submit. After submitting  your request will be approved by our benefits team. Once approved  you will receive a task in your inbox to update your benefits.,,
18-Jun,0:44,77a7585a-59a8-4cde-a34a-c260b592bb47,who can i talk to about a benefits issue,Request_Support,95%,Sounds like you want to talk to someone. Please click https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=50303249dbcd3f00b89d7e88f4961948|here to submit your question or request. Hold tight and we will be in touch shortly.,,
18-Jun,0:48,d544bbca-93a8-4336-85fa-b9a851ac7314,Whats the workday match for 401k,Get_Plan_Info,90%,All 401k elections and changes must be made within Fidelity to be reflected in Workday.  Workday will match 50%  up to 6% of eligible compensation  up to the IRS maximum. The match will be funded on a per pay period basis and you will typically see the match in your account by the Monday after you receive your paycheck. To be eligible to receive the match  you need to actively contribute to Workdayâ€™s 401(k) plan. To maximize your match  make sure you contribute at least 6% of your eligible compensation (pre-tax or Roth) at any time during the year and you will receive the maximum match of 3%. For additional information  visit the 401(k) Match Enhancement Workspace page https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000004uAAA/page/a7t80000000D17xAAC|here,,
18-Jun,0:54,d4b49b61-393b-4673-8900-72831df5d695,fmla eligibility,Request_Leave_of_Absence,85%,Workday recognizes there may be times when you need to take a leave of absence to attend to a medical condition  bond with a new child  take care of an ill or injured family member  or take time off for other circumstances.   You can find additional information about the different types of leaves available to you at https://workdayinc.benefitstream.net/leave-absence-5|BenefitStream.net.  Username: workday Password: welcome2benefits You may also plan a leave of absence  learn more about leaves and your benefits related to leaves  and file a leave claim by visiting LeaveLogic at https://workday.leavelogic.com|Workday LeaveLogic. If would like to speak to someone about a leave of absence you can contact Unum  Workday's leave of absence administrator  at 1.866.865.9092 or 1.207.575.0680.,,
18-Jun,0:55,d4b49b61-393b-4673-8900-72831df5d695,Wex i need mental help,Get_Help_Report_Concern,40%,Our Employee Assistance Program (EAP) is through _MyLifeCoach_ by _Optum_. You and your dependents have access to six short-term  face-to-face counseling sessions per issue. Hereâ€™s how to access _MyLifeCoach_  simply choose the way that works best for you and your family: https://workday.okta.com|Okta Tile: MyLifeCoach - US US Mobile App: _MyLiveAndWorkWell_ (Access Code: *WorkdayUS*) https://www.liveandworkwell.com|LiveAndWorkWell.com (Access Code: *WorkdayUS*) You can also call *1-866-248-4094* anytime for confidential help.,,
18-Jun,1:22,9816a0c4-cdbe-4506-8617-616bf9740ca8,hi,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
18-Jun,1:22,c0426239-75a6-4fa8-b362-af82507e0f34,employment verification,Get_Letter,100%,I think I can help. Please follow these steps to generate an employment verification letter:  1. Click your Worker Profile icon  2. Click the Actions icon  Worker Request  Request Reference Letter.   3. Click on the drop-down menu and click on Verification of Employment. Select either: Without Salary  With Salary  or With Salary + Variable Pay  4. Click the Submit button. You will receive your letter through your Workday Inbox  5. Click on your Inbox icon  and locate the letter.  6. Click on the PDF link to view and print your employment letter.,,
18-Jun,4:17,69305d05-9478-4791-a1fe-551826746da7,Giving and doing,Enroll_in_Plan,68%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
18-Jun,4:17,cd738a3b-ba68-44a5-8ea1-6a83116104e4,Giving amp doing,Random_Questions,96%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
18-Jun,4:17,cd738a3b-ba68-44a5-8ea1-6a83116104e4,Giving amp doing,Random_Questions,96%,That's not something I've learned about yet. Is there anything else I can help you with?,,
18-Jun,4:17,cd738a3b-ba68-44a5-8ea1-6a83116104e4,Givingamp doing,Enroll_in_Plan,67%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
